gameDuration;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills;winner
1131;1;1;1;0;1;0;8;2;0;2;0;0;0;0;0;0;1
2060;2;2;2;2;1;0;6;0;0;3;0;10;1;2;1;0;2
1815;2;2;2;2;2;2;2;0;0;0;0;9;1;1;3;1;2
1564;2;2;2;0;2;0;3;0;0;0;0;9;3;0;2;0;2
2421;2;1;1;1;1;0;8;3;1;2;0;7;1;1;2;0;2
2479;2;1;2;2;1;0;6;1;0;1;0;11;5;1;1;0;2
1952;1;1;1;1;1;2;8;1;1;1;0;5;0;0;2;1;1
1843;1;1;1;1;1;0;10;2;1;3;0;3;0;0;0;0;1
1957;2;2;2;0;2;1;0;0;0;0;1;11;3;0;2;0;2
2428;2;2;1;1;2;2;7;1;1;1;0;5;0;0;3;1;1
1731;2;2;2;2;2;0;4;0;0;0;0;11;3;1;3;0;2
1314;2;2;0;0;2;0;0;0;0;0;0;5;0;0;2;0;2
1268;2;1;1;0;1;1;6;1;0;1;1;0;0;0;0;0;1
2212;1;1;2;2;1;0;3;0;0;1;0;8;1;1;2;0;2
1257;2;1;0;0;1;0;5;0;0;1;0;1;0;0;0;0;1
1512;1;1;2;2;2;2;3;0;0;0;0;7;1;1;2;1;2
1901;2;1;1;1;2;1;10;2;1;1;1;2;0;0;2;0;1
1693;1;1;1;0;1;0;11;3;0;3;0;0;0;0;0;0;1
1655;1;2;2;2;2;2;1;0;0;0;0;9;1;1;3;1;2
2227;1;1;1;1;1;1;11;3;1;4;1;3;0;0;0;0;1
1427;1;1;2;2;1;2;2;0;0;2;0;6;1;1;1;1;2
1767;2;2;2;1;2;2;1;0;1;0;0;10;3;0;3;1;2
1932;1;1;1;1;2;0;10;2;2;1;0;3;0;0;1;0;1
1757;2;2;2;0;2;2;1;0;0;0;0;11;4;0;2;1;2
2245;1;1;1;0;1;0;8;2;0;1;0;1;0;0;1;0;1
1577;2;2;2;2;1;2;1;0;0;1;0;10;2;1;1;1;2
1858;2;2;1;0;2;0;9;2;0;2;0;3;0;0;1;0;1
1582;1;1;0;0;1;1;7;0;0;2;1;0;0;0;0;0;1
1221;1;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1
2057;1;2;2;2;2;2;3;0;0;0;0;11;3;1;4;1;2
2478;2;2;1;2;1;0;6;1;0;4;0;9;2;2;0;0;2
2011;2;2;2;2;2;0;3;0;0;1;0;10;3;1;2;0;2
1474;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0;1
2655;1;2;2;2;1;0;4;0;0;1;0;11;4;1;3;0;2
1783;1;2;1;0;2;1;9;2;0;2;1;1;0;0;1;0;1
1635;1;1;1;0;1;1;11;2;0;1;1;0;0;0;0;0;1
2626;2;1;2;2;2;1;10;2;1;2;1;10;4;1;3;0;1
1940;2;1;2;1;2;2;4;0;1;1;0;11;4;1;2;1;2
1705;1;1;2;2;2;2;2;0;0;0;0;9;3;1;3;1;2
1774;2;1;1;1;1;1;10;2;1;3;1;1;0;0;0;0;1
1917;2;1;2;1;2;0;6;0;1;0;0;10;2;0;3;0;2
1358;2;2;2;0;2;2;0;0;0;0;0;9;2;0;2;1;2
2651;2;1;2;2;1;0;5;0;0;2;0;10;4;3;3;0;2
1302;2;2;2;0;2;2;0;0;0;0;0;8;1;0;2;1;2
1842;2;2;2;1;1;2;6;0;1;1;0;7;1;0;1;1;2
1556;1;1;1;0;2;0;8;1;0;1;0;1;0;0;1;0;1
2278;1;1;1;0;1;0;10;3;0;3;0;4;0;0;0;0;1
1849;1;2;2;2;1;2;2;0;0;1;0;9;2;1;2;1;2
2337;1;1;1;1;1;0;7;1;1;3;0;10;1;0;1;0;2
1717;1;2;2;0;2;0;2;0;0;0;0;9;1;0;2;0;2
1718;1;2;2;2;2;0;4;0;0;1;0;9;2;1;2;0;2
1710;1;1;1;1;1;1;8;2;1;2;1;0;0;0;0;0;1
1761;2;2;1;0;2;1;9;1;0;1;1;3;0;0;2;0;1
1293;1;1;1;0;1;1;10;2;0;1;1;2;0;0;0;0;1
1293;1;1;1;0;1;1;11;3;0;3;1;0;0;0;0;0;1
1874;1;1;1;1;2;0;11;4;2;0;0;2;0;0;2;0;1
2050;1;2;0;1;1;0;6;0;1;3;0;3;0;0;0;0;1
1303;2;2;2;0;2;2;2;0;0;0;0;8;1;0;2;1;2
1906;1;1;2;2;1;2;4;0;0;1;0;11;3;2;3;1;2
1996;2;1;1;2;1;1;6;1;0;2;1;8;1;1;1;0;2
1791;2;2;2;2;1;2;1;0;0;2;0;11;3;1;1;1;2
1798;1;2;2;2;2;2;3;0;0;0;0;9;2;1;3;1;2
1693;1;1;1;0;1;0;10;2;0;2;0;2;0;0;0;0;1
1925;1;1;1;1;2;1;11;3;1;2;1;1;0;0;2;0;1
1302;2;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0;1
2607;2;1;1;1;1;0;6;2;1;2;0;9;2;0;2;0;2
1532;1;2;2;2;1;0;0;0;0;2;0;11;2;1;0;0;2
3010;2;2;1;1;2;0;6;3;2;1;0;10;3;0;3;0;2
2196;2;2;1;2;2;0;10;3;1;3;0;5;0;1;1;0;1
1494;1;1;1;1;1;0;9;2;1;2;0;0;0;0;0;0;1
1290;1;1;0;0;1;2;3;0;0;2;0;1;0;0;0;1;1
1366;2;1;2;0;0;0;1;0;0;0;0;8;2;0;0;0;2
1748;1;2;2;2;2;2;0;0;0;0;0;10;2;1;3;1;2
2020;1;2;2;2;2;0;3;0;0;0;0;11;2;1;3;0;2
2145;2;1;1;0;1;0;10;2;0;2;0;6;0;0;1;0;1
2251;1;1;1;1;1;0;11;3;1;4;0;3;0;0;0;0;1
1903;1;2;2;0;2;0;5;0;0;0;0;9;2;0;1;0;2
2444;1;1;1;1;2;1;10;3;1;3;1;4;0;0;1;0;1
1626;1;2;2;1;1;0;0;0;1;2;0;9;2;0;0;0;2
2715;1;2;2;2;2;2;3;0;0;0;0;11;3;2;5;1;2
2381;2;2;2;1;2;1;7;1;2;3;1;8;2;0;1;0;2
1688;2;2;0;0;1;1;8;0;0;3;1;3;0;0;0;0;1
2616;2;1;2;2;1;0;7;2;1;3;0;7;1;1;2;0;1
1749;1;2;2;2;2;1;5;0;0;0;1;7;1;1;3;0;2
1009;1;1;0;0;1;2;1;0;0;1;0;1;0;0;1;1;2
1731;1;2;2;0;1;2;2;0;0;1;0;9;1;0;1;1;2
2667;1;2;1;1;1;0;9;1;1;2;0;6;0;0;2;0;1
1725;1;2;2;1;2;0;1;0;1;0;0;8;2;0;2;0;2
1397;2;1;1;1;2;1;5;1;1;0;1;2;0;0;1;0;1
1878;1;1;2;2;2;1;4;0;0;0;1;11;2;1;3;0;2
1225;2;2;2;0;2;1;0;0;0;0;1;10;2;0;1;0;2
1217;1;1;0;0;1;2;3;0;0;1;0;0;0;0;0;1;1
1206;2;2;0;0;2;2;0;0;0;0;0;4;0;0;2;1;2
2124;1;2;1;1;1;1;8;1;2;1;1;5;0;0;2;0;1
1910;2;1;2;0;2;2;3;0;0;0;0;10;3;0;2;1;2
2550;1;2;2;1;1;0;9;1;1;3;0;8;1;0;2;0;1
1964;2;1;1;1;1;0;10;2;1;2;0;4;0;0;2;0;1
1599;1;2;1;1;2;2;10;3;1;0;0;3;0;0;1;1;1
1881;2;2;2;2;2;0;5;0;0;2;0;11;4;2;2;0;2
1329;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
2351;1;1;2;2;1;0;5;0;0;1;0;11;3;1;2;0;2
2249;1;2;1;1;2;0;10;1;1;3;0;6;0;0;1;0;1
2468;1;1;1;2;2;2;11;3;1;1;0;6;0;1;3;1;1
2301;1;1;2;2;2;0;3;0;0;1;0;8;1;1;3;0;2
1572;1;1;2;1;1;2;10;2;1;2;0;4;1;0;0;1;1
2005;1;1;2;2;2;0;3;0;0;1;0;9;2;1;2;0;2
1837;1;1;2;0;2;0;1;0;0;1;0;10;2;0;3;0;2
1759;2;2;2;2;2;2;2;0;0;1;0;10;2;1;2;1;2
1216;1;2;2;0;2;0;0;0;0;0;0;7;1;0;2;0;2
2047;2;1;2;2;2;0;4;0;0;0;0;9;1;1;3;0;2
1804;2;2;2;2;2;1;3;0;0;0;1;11;4;1;2;0;2
2248;1;1;1;1;1;0;9;3;1;2;0;4;0;0;2;0;1
1608;2;2;2;0;2;0;1;0;0;1;0;8;1;0;3;0;2
2205;2;2;2;2;1;1;3;0;0;1;1;9;2;1;3;0;2
2142;1;1;2;2;1;1;10;1;1;4;1;6;1;1;0;0;1
1669;2;1;2;0;2;0;3;0;0;0;0;9;1;0;2;0;2
2185;2;1;1;1;2;0;7;1;1;1;0;9;2;0;2;0;2
1429;1;1;0;0;2;0;4;0;0;0;0;0;0;0;2;0;1
2124;1;1;1;1;1;2;11;3;1;3;0;1;0;0;1;1;1
2477;1;2;1;1;2;1;9;3;1;2;1;2;0;0;2;0;1
2090;1;1;1;1;2;0;11;5;2;3;0;0;0;0;2;0;1
1851;2;2;2;2;1;2;2;0;0;1;0;11;3;1;1;1;2
2090;1;1;1;1;2;0;10;3;1;3;0;3;0;0;1;0;1
1925;1;1;1;0;1;0;11;3;0;1;0;1;0;0;1;0;1
2608;2;2;2;2;2;0;2;0;0;1;0;11;5;1;2;0;2
2296;1;2;1;1;2;0;11;3;2;3;0;4;0;0;1;0;1
1792;1;1;1;0;1;1;5;1;0;1;1;5;1;0;2;0;2
1688;2;2;2;2;1;1;1;0;0;2;1;10;2;1;1;0;2
2082;2;2;1;0;1;0;8;1;0;4;0;3;0;0;0;0;1
1750;2;2;2;2;2;2;3;0;0;1;0;11;3;1;3;1;2
1828;2;1;2;2;2;0;3;0;0;0;0;10;2;2;3;0;2
1675;2;1;1;1;1;1;11;3;1;2;1;1;0;0;1;0;1
1782;1;1;1;1;1;2;11;3;1;2;0;0;0;0;0;1;1
2440;2;1;2;1;2;0;10;2;1;0;0;7;1;0;4;0;1
1222;2;2;2;0;2;1;0;0;0;0;1;9;1;0;1;0;2
1247;1;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0;2
1709;1;2;1;1;2;2;7;1;1;1;0;4;0;0;1;1;1
1676;2;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0;1
1762;2;2;2;2;2;1;1;0;0;0;1;11;4;1;2;0;2
1841;1;2;2;1;1;2;11;3;1;1;0;5;1;0;1;1;1
2257;2;2;2;2;2;0;2;0;0;0;0;10;2;1;3;0;2
1503;2;2;0;0;1;0;3;0;0;1;0;5;0;0;1;0;2
1219;1;1;0;0;1;0;5;0;0;2;0;0;0;0;0;0;1
1774;2;2;2;2;2;2;3;0;0;1;0;11;3;1;2;1;2
1576;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0;1
2201;1;1;2;2;1;0;4;0;0;2;0;8;2;1;1;0;2
1801;2;2;2;1;1;0;2;0;1;1;0;7;2;0;2;0;2
2052;1;2;2;1;2;2;3;0;1;1;0;9;5;0;2;1;2
2671;2;1;2;2;1;1;9;1;1;4;1;7;2;2;1;0;1
1678;2;2;2;2;2;0;1;0;0;0;0;8;2;1;3;0;2
1181;1;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0;1
1725;1;1;1;1;1;0;10;1;1;3;0;0;0;0;0;0;1
2119;2;1;1;1;1;0;10;2;1;4;0;0;0;0;0;0;1
1347;2;2;0;2;1;2;1;0;0;2;0;4;0;1;1;1;2
2228;2;2;2;2;2;2;3;0;0;0;0;10;4;1;4;1;2
1210;1;1;1;0;1;1;11;2;0;1;1;0;0;0;0;0;1
2382;1;2;2;0;2;0;5;0;0;0;0;8;3;0;4;0;2
2188;1;1;2;2;2;0;3;0;0;0;0;9;1;1;3;0;2
1965;2;1;2;0;2;0;4;0;0;0;0;11;3;0;3;0;2
1160;2;1;0;0;1;1;1;0;0;1;1;5;0;0;1;0;2
1926;1;2;2;1;2;2;9;1;2;1;0;7;1;0;2;1;1
1921;1;1;1;0;1;0;8;1;0;2;0;3;0;0;0;0;1
1655;1;1;1;1;2;1;10;2;1;2;1;4;0;0;1;0;1
1495;1;2;2;2;2;1;2;0;0;0;1;9;2;1;2;0;2
1914;2;1;1;2;1;1;11;3;0;3;1;2;0;1;0;0;1
2450;1;2;1;1;1;0;11;3;1;4;0;4;0;0;1;0;1
2304;1;1;1;1;2;0;8;4;1;3;0;9;2;2;1;0;2
1824;1;2;2;2;2;2;2;0;0;0;0;11;3;1;3;1;2
2271;1;2;2;1;2;0;11;3;2;1;0;8;1;0;2;0;1
2112;2;1;2;2;1;1;5;0;0;2;1;9;1;2;2;0;2
1602;2;2;2;0;2;0;1;0;0;0;0;11;3;0;3;0;2
1844;1;1;1;1;1;0;10;2;1;3;0;3;0;0;0;0;1
2515;2;1;1;2;2;0;11;3;1;3;0;6;0;1;2;0;1
1670;1;1;1;0;2;1;11;4;0;2;1;1;0;0;1;0;1
1589;2;1;0;0;1;2;2;0;0;3;0;3;0;0;0;1;1
1590;1;1;1;1;1;0;9;2;1;1;0;1;0;0;1;0;1
3143;2;1;2;2;1;2;5;1;1;3;0;10;7;2;2;1;2
2606;2;2;1;0;1;0;9;1;0;2;0;7;0;0;0;0;1
2007;1;1;2;2;2;0;4;0;0;1;0;10;2;2;2;0;2
2021;2;2;1;2;2;0;11;2;1;2;0;2;0;1;2;0;1
1207;2;2;0;0;2;0;1;0;0;0;0;4;0;0;1;0;2
2005;2;1;2;2;2;1;9;1;1;0;1;7;1;1;2;0;1
1637;2;2;2;2;2;0;2;0;0;0;0;11;3;1;2;0;2
2471;1;2;2;1;2;1;11;4;1;1;1;7;3;1;2;0;1
1921;2;1;2;2;1;1;6;0;0;2;1;7;1;1;3;0;2
2383;1;1;1;0;2;0;10;2;0;1;0;2;0;0;2;0;1
1688;1;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1;2
1845;2;2;2;0;2;0;2;0;0;0;0;10;3;0;3;0;2
2402;1;2;1;0;1;1;9;1;0;4;1;3;0;0;0;0;1
1592;2;1;1;1;1;0;9;2;1;2;0;1;0;0;0;0;1
2505;1;1;2;2;2;0;3;0;0;1;0;9;3;2;1;0;2
2077;1;1;1;1;2;1;10;2;1;2;1;6;0;0;2;0;1
1447;2;2;2;0;2;2;0;0;0;0;0;8;2;0;2;1;2
2021;1;2;1;1;1;0;11;2;1;3;0;3;0;0;1;0;1
1429;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1;2
1690;1;1;1;1;1;1;9;2;1;3;1;3;0;0;1;0;1
2241;2;1;1;1;1;1;9;1;2;3;1;3;0;0;1;0;1
1495;2;1;2;2;2;0;2;0;0;0;0;11;3;1;2;0;2
1600;1;2;2;2;2;0;1;0;0;0;0;9;2;1;3;0;2
1735;1;1;2;2;2;0;5;0;0;0;0;9;1;1;2;0;2
2073;2;1;2;2;2;1;5;0;0;1;1;10;1;1;3;0;2
1511;2;1;1;0;1;1;9;1;0;2;1;1;0;0;0;0;1
2025;2;2;1;0;2;0;8;1;0;4;0;5;0;0;1;0;1
1641;2;1;0;0;2;0;5;0;0;0;0;5;0;0;1;0;2
1925;1;2;0;1;2;2;7;0;1;1;0;5;0;0;3;1;1
2118;2;2;1;1;2;0;7;1;1;3;0;5;0;0;1;0;1
1847;1;2;2;2;1;0;4;0;0;1;0;11;1;1;2;0;2
1312;1;1;1;0;1;0;9;2;0;2;0;1;0;0;0;0;1
1848;2;2;2;1;2;0;1;0;1;0;0;9;2;0;3;0;2
2243;1;2;2;2;2;2;5;1;0;0;0;11;5;1;4;1;2
1861;1;1;1;1;1;1;11;3;1;3;1;1;0;0;0;0;1
1548;2;2;2;0;2;2;0;0;0;0;0;11;3;0;3;1;2
1515;1;1;1;0;1;1;8;1;0;3;1;1;0;0;0;0;1
1991;2;2;2;2;1;2;2;0;0;1;0;9;1;2;2;1;2
1639;1;1;1;1;2;1;11;4;1;3;1;0;0;0;1;0;1
2086;2;1;1;2;2;2;10;2;1;1;0;2;0;1;3;1;1
1632;1;2;2;2;1;1;3;0;0;1;1;9;1;1;1;0;2
2296;2;2;1;2;2;2;9;2;1;2;0;4;0;1;3;1;1
1182;2;1;1;0;1;1;8;2;0;2;1;0;0;0;0;0;1
2483;1;1;2;1;2;0;5;0;1;1;0;8;1;0;4;0;2
1214;1;1;0;0;1;1;6;0;0;1;1;0;0;0;0;0;1
2245;2;2;1;1;2;2;11;3;1;1;0;5;0;0;2;1;1
2055;1;1;1;1;2;0;10;2;1;1;0;3;0;0;2;0;1
1989;2;1;1;1;1;2;11;3;1;3;0;3;0;0;1;1;1
1357;2;2;0;0;2;0;1;0;0;0;0;4;0;0;2;0;2
2044;2;2;2;2;2;0;6;0;0;1;0;11;3;1;3;0;2
2112;1;1;1;1;2;0;8;1;1;1;0;2;0;0;2;0;1
2228;2;2;0;1;2;1;4;0;1;0;1;6;0;1;4;0;2
1733;2;2;2;0;2;0;0;0;0;0;0;9;1;0;3;0;2
1788;1;1;2;2;1;1;4;0;0;2;1;8;1;1;0;0;2
1654;2;2;2;2;2;0;0;0;0;0;0;11;3;1;2;0;2
2053;1;1;1;1;1;0;10;2;1;1;0;3;0;0;2;0;1
1967;1;1;1;0;1;0;11;3;0;2;0;3;0;0;0;0;1
1976;1;2;2;0;1;0;1;0;0;2;0;10;1;0;0;0;2
2473;2;2;1;2;2;0;6;1;1;2;0;10;2;2;3;0;2
2692;1;2;2;1;1;0;10;1;2;1;0;10;5;0;4;0;2
1517;2;2;2;2;2;0;1;0;0;0;0;11;3;1;3;0;2
1465;1;2;2;0;2;0;2;0;0;0;0;11;3;0;2;0;2
1651;1;2;0;2;2;0;3;0;0;0;0;4;0;1;2;0;2
1399;2;1;1;0;1;0;10;2;0;2;0;1;0;0;0;0;1
1794;2;2;1;1;2;0;7;2;1;1;0;6;0;0;1;0;1
1318;2;2;0;0;2;0;0;0;0;0;0;4;0;0;2;0;2
1372;2;2;2;0;2;2;0;0;0;0;0;11;3;0;2;1;2
1685;1;1;0;0;1;2;6;0;0;2;0;2;0;0;0;1;1
1459;2;2;2;0;2;2;0;0;0;0;0;11;3;0;3;1;2
3147;2;1;2;2;1;0;8;2;0;3;0;9;3;1;1;0;2
1547;2;2;2;0;2;2;0;0;0;0;0;9;2;0;1;1;2
2057;2;2;1;1;1;0;7;2;1;4;0;6;0;0;0;0;1
1381;2;1;1;0;1;0;11;2;0;2;0;0;0;0;0;0;1
1450;1;1;1;1;1;1;9;1;1;2;1;1;0;0;0;0;1
2078;1;2;1;0;1;2;8;2;0;1;0;5;0;0;1;1;1
1806;2;1;1;1;1;0;11;2;1;2;0;1;0;0;0;0;1
1789;1;2;1;1;2;0;8;1;1;2;0;2;0;0;1;0;1
1369;1;1;0;0;1;0;6;0;0;2;0;0;0;0;0;0;1
2554;1;1;1;1;1;0;9;2;2;4;0;8;2;0;0;0;1
1506;1;1;1;1;1;1;11;4;1;2;1;0;0;0;0;0;1
1610;2;2;2;0;1;0;1;0;0;3;0;10;2;0;0;0;2
1544;1;1;1;0;1;0;8;2;0;2;0;0;0;0;0;0;1
1257;1;1;2;0;1;2;2;0;0;1;0;5;1;0;0;1;2
2845;2;1;1;2;1;0;7;1;0;2;0;7;1;2;2;0;2
2127;1;2;2;2;1;2;1;0;0;1;0;8;1;1;3;1;2
2357;1;1;1;2;2;2;5;1;0;0;0;11;3;2;5;1;2
1263;2;2;2;0;2;2;0;0;0;0;0;9;2;0;2;1;2
2118;1;1;2;1;2;1;3;0;1;0;1;11;4;1;3;0;2
2204;2;2;2;2;2;2;3;0;0;0;0;10;2;1;4;1;2
2093;2;2;2;2;1;2;5;0;0;1;0;11;3;1;3;1;2
1624;1;2;2;2;1;0;3;0;0;1;0;9;1;1;2;0;2
1445;2;1;2;0;2;2;2;0;0;0;0;9;2;0;2;1;2
1862;1;1;1;0;1;1;8;1;0;3;1;5;0;0;0;0;1
2159;2;2;2;2;1;0;4;0;0;1;0;10;2;1;2;0;2
1757;2;2;2;2;2;2;1;0;0;1;0;10;2;1;3;1;2
1205;1;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0;2
1579;2;2;2;0;2;0;2;0;0;0;0;8;2;0;3;0;2
1560;2;2;1;1;1;1;7;1;1;2;1;2;0;0;1;0;1
1898;1;1;2;1;2;0;3;0;1;1;0;11;3;1;2;0;2
1553;1;1;2;2;2;0;3;0;0;0;0;5;1;1;3;0;2
1310;1;1;0;0;1;0;3;0;0;2;0;1;0;0;0;0;1
1427;1;1;1;0;1;0;10;2;0;1;0;0;0;0;0;0;1
2087;1;1;1;1;1;0;9;1;1;3;0;3;0;0;1;0;1
2062;2;2;2;2;1;2;2;0;0;1;0;9;1;1;3;1;2
2129;2;1;1;0;1;0;10;1;0;4;0;1;0;0;0;0;1
1730;1;1;1;1;1;1;10;1;1;3;1;4;0;0;0;0;1
2529;1;2;1;2;2;2;10;2;1;2;0;8;2;1;3;1;1
939;1;1;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1
1243;1;2;2;0;1;2;0;0;0;1;0;11;4;0;1;1;2
1819;1;1;1;1;1;0;11;4;1;3;0;1;0;1;0;0;1
1872;2;2;2;2;2;0;2;0;0;1;0;7;1;1;3;0;2
1974;1;2;2;2;1;1;5;0;0;1;1;9;2;1;2;0;2
1960;1;2;2;2;2;2;3;0;0;0;0;11;4;1;3;1;2
1934;2;2;1;1;2;0;6;1;1;2;0;2;0;0;1;0;1
2946;1;1;2;2;1;0;3;0;1;2;0;11;6;1;1;0;2
1784;2;2;2;2;1;1;1;0;0;1;1;11;3;1;2;0;2
1364;1;1;1;1;1;2;6;1;1;2;0;4;0;0;1;1;1
2412;2;2;1;2;2;0;7;1;0;2;0;8;1;1;2;0;2
2462;2;2;2;0;1;0;2;0;0;1;0;11;2;0;2;0;2
1221;2;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
2310;1;1;2;1;2;0;5;0;1;2;0;9;3;0;3;0;2
1744;2;2;2;2;1;2;2;0;0;1;0;10;2;1;2;1;2
2123;1;1;2;2;1;0;8;2;0;2;0;6;1;1;0;0;2
1266;1;1;1;0;1;1;7;1;0;1;1;0;0;0;0;0;1
2122;2;1;1;1;2;2;9;2;1;2;0;3;0;0;2;1;1
2169;2;2;2;2;2;2;4;0;0;1;0;11;3;2;3;1;2
2170;2;2;2;2;2;0;4;0;0;1;0;8;2;1;2;0;2
2661;1;2;2;2;2;0;1;0;0;2;0;10;4;2;3;0;2
1908;1;2;1;1;1;2;9;3;2;2;0;6;1;0;1;1;1
2099;2;1;1;1;2;0;8;2;2;2;0;4;0;0;1;0;1
1574;1;1;1;1;1;0;8;1;1;2;0;0;0;0;0;0;1
1801;2;2;2;2;1;2;1;0;0;2;0;9;1;1;2;1;2
2204;1;1;1;1;1;1;9;2;2;1;1;7;1;0;2;0;2
1520;2;1;1;0;1;1;9;2;0;1;1;0;0;0;0;0;1
3079;1;1;1;1;2;0;8;3;1;2;0;10;2;0;2;0;2
1348;2;2;2;2;2;0;0;0;0;0;0;10;2;1;1;0;2
1907;2;1;2;2;2;0;2;0;0;0;0;9;3;1;3;0;2
2297;1;2;2;1;2;0;4;1;1;0;0;10;4;0;3;0;2
1644;1;1;1;0;1;0;8;1;0;3;0;0;0;0;0;0;1
2207;1;1;1;0;1;0;8;1;0;3;0;2;0;0;1;0;1
2340;2;2;2;2;2;1;7;1;1;2;1;8;3;2;2;0;1
2704;1;1;2;1;1;0;5;0;1;2;0;8;1;0;2;0;2
1685;2;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0;1
1641;2;2;2;0;2;2;1;0;0;0;0;11;2;0;2;1;2
1656;1;1;1;1;1;1;9;3;1;2;1;1;0;0;1;0;1
2025;1;1;1;1;2;1;10;2;1;2;1;4;0;0;2;0;1
1472;1;1;1;0;1;1;8;2;0;2;1;2;0;0;0;0;1
967;1;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0;2
2435;2;2;2;2;1;2;3;0;0;2;0;11;3;1;3;1;2
1882;1;2;1;0;1;1;7;1;0;4;1;4;0;0;0;0;1
2167;1;1;1;1;2;0;11;4;1;1;0;1;0;1;2;0;1
1932;2;2;2;2;2;0;1;0;0;0;0;11;2;1;4;0;2
2267;2;2;2;2;1;2;2;0;0;1;0;9;2;1;2;1;2
1460;2;2;0;0;2;0;1;0;0;0;0;5;0;0;1;0;2
2076;2;2;2;1;1;0;4;0;1;2;0;9;2;0;1;0;2
2350;2;2;1;1;1;0;10;2;1;3;0;3;0;0;1;0;1
2232;1;2;2;0;1;0;2;0;0;1;0;10;3;0;1;0;2
1235;2;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0;1
2579;2;2;1;2;2;0;11;3;1;3;0;4;0;1;1;0;1
1962;1;2;1;2;2;0;7;1;1;0;0;3;0;1;3;0;1
944;2;2;0;0;2;0;0;0;0;0;0;3;0;0;1;0;2
2041;1;2;2;1;1;0;8;1;1;2;0;7;1;0;1;0;1
1610;2;2;2;2;1;2;0;0;0;1;0;11;3;1;2;1;2
1877;1;2;2;2;2;0;5;0;0;0;0;8;2;2;3;0;2
2334;1;1;1;2;2;0;10;2;1;2;0;6;1;1;1;0;1
1699;2;1;1;1;1;2;11;3;1;3;0;1;0;0;0;1;1
1324;1;1;0;0;1;1;6;0;0;1;1;3;0;0;0;0;1
1653;2;2;0;0;1;0;5;0;0;1;0;3;0;0;0;0;1
1915;1;2;2;2;1;2;1;0;0;1;0;11;3;1;2;1;2
2006;1;2;2;2;2;0;2;0;0;0;0;11;4;1;4;0;2
1214;1;2;0;0;1;1;6;0;0;2;1;2;0;0;0;0;1
1449;2;2;2;2;1;2;0;0;0;1;0;10;2;1;1;1;2
2302;1;2;1;0;2;1;6;1;0;2;1;8;2;0;2;0;2
2603;2;1;1;0;1;0;8;1;0;4;0;3;0;0;0;0;1
1983;2;2;2;2;2;0;2;0;0;0;0;11;2;1;3;0;2
2011;2;1;2;0;1;0;3;0;0;1;0;9;1;0;1;0;2
2185;1;1;2;2;2;0;4;0;0;2;0;9;1;1;2;0;2
1685;1;2;2;0;1;2;3;0;0;2;0;9;2;0;1;1;2
1567;1;2;1;0;1;1;10;2;0;2;1;1;0;0;0;0;1
1587;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1;2
1696;2;2;2;0;2;0;1;0;0;0;0;11;3;0;3;0;2
1853;1;1;1;1;1;2;8;2;1;3;0;2;0;0;0;1;1
2299;2;2;2;2;1;0;2;0;0;1;0;9;1;1;2;0;2
2147;1;2;2;2;2;1;5;0;0;0;1;11;2;2;3;0;2
1654;2;2;2;0;1;0;4;0;0;2;0;9;2;0;0;0;2
1797;1;1;1;1;1;1;10;2;1;2;1;2;0;0;0;0;1
2119;2;2;2;0;1;0;1;0;0;1;0;8;2;0;3;0;2
1964;2;1;2;2;2;0;1;0;0;0;0;11;3;1;3;0;2
1711;1;2;2;2;2;2;1;0;0;0;0;11;3;1;2;1;2
1781;1;1;1;1;1;1;11;3;1;3;1;2;0;0;0;0;1
2038;2;1;1;1;1;1;11;3;1;2;1;3;0;0;1;0;1
1355;2;2;1;1;2;2;5;1;1;1;0;3;0;0;1;1;1
2139;2;1;2;2;2;2;2;0;0;0;0;9;3;1;4;1;2
1400;2;2;2;0;1;2;1;0;0;1;0;7;1;0;1;1;2
1747;2;2;2;2;2;2;1;0;0;0;0;10;2;1;2;1;2
1629;1;2;2;2;1;0;2;0;0;1;0;8;2;1;1;0;2
1953;2;2;1;1;1;1;11;2;1;3;1;4;0;0;0;0;1
1936;2;2;2;2;2;2;2;0;0;0;0;10;1;1;2;1;2
